ID,Qualifications,Employment_Type,Age,Pincode,Gender,Product_Code,Loan_Amount,LTV,Resident_Type,Net_salary,Final_Tier,Make_Code,Model_Description,Model_Variant,PAST_LOANS_ACTIVE,Decision
91464,OTHERS,AGR,26,457777,Male,MC,120369,79.76,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,DECLINED
91465,OTHERS,AGR,43,571428,Male,SC,94207,79.74,O,30000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
91466,HSC,AGR,20,573218,Male,MC,176655,79.96,O,32000,07 Rural,RONIN,TVS RONIN 2CH MID BSVI,RONIN,PAST_LOANS_ACTIVE,APPROVED
91467,OTHERS,AGR,21,454221,Male,MC,116589,76.24,O,38000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91468,SSC,AGR,36,695027,Female,SC,114937,84.85,O,30000,05 Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
91469,GRAD,SAL,41,689548,Female,SC,119957,88.55,O,25000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91470,HSC,NREGI,59,695026,Male,SC,99909,78.53,O,65000,05 Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
91471,GRAD,AGR,41,685552,Male,SC,119600,88.29,O,40000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
91472,GRAD,SAL,36,695521,Male,MC,150922,69.08,O,65000,05 Urban,RONIN,TVS RONIN 2CH MID SPL BSVI,RONIN,PAST_LOANS_ACTIVE,APPROVED
91473,GRAD,SAL,21,207120,Male,MC,66160,86.58,O,18000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
91474,HSC,SEP,43,691509,Female,SC,100760,79.2,O,20000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
91475,HSC,SAL,41,691537,Female,SC,95480,73.87,O,20000,06 Semi-Urban,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91476,GRAD,SEP,23,695027,Female,EB,142284,90.22,O,30000,05 Urban,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
91477,PG,SAL,58,495330,Male,EB,146999,87.19,O,30000,07 Rural,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
91478,HSC,SAL,23,497224,Male,MC,101048,64.9,O,38000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91479,GRAD,SAL,37,491995,Female,MO,67600,91.62,O,40000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91480,GRAD,SAL,49,761206,Male,EB,112629,76.67,O,40000,07 Rural,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
91481,OTHERS,AGR,40,521301,Female,SC,97466,91.18,O,20000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
91482,PG,AGR,36,413109,Male,SC,76359,75.14,O,30000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
91483,OTHERS,SAL,26,628251,Male,MC,93186,87.09,O,30000,06 Semi-Urban,RADEON,TVS RADEON BSVI DIGI DISC DUAL TONE,RADEON,PAST_LOANS_ACTIVE,APPROVED
91484,GRAD,SAL,31,627352,Female,SC,78052,77.69,O,35000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
91485,OTHERS,SEP,58,628002,Male,SC,88448,93.1,O,30000,05 Urban,ZEST,SCOOTY ZEST - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
91486,OTHERS,SAL,31,131039,Male,MC,96915,83,O,45000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91487,OTHERS,NREGI,40,628903,Male,MC,79878,81.76,O,35000,06 Semi-Urban,RADEON,TVS RADEON BSVI DIGI DRUM ISG,RADEON,NO_PAST_LOANS,APPROVED
91488,OTHERS,SAL,37,628205,Male,SC,91865,83.51,O,30000,07 Rural,JUPITER,JUPITER BSVI BASIC,110 CC,PAST_LOANS_ACTIVE,APPROVED
91489,UG,SAL,24,442908,Male,MC,103803,86.48,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91490,GRAD,SEP,28,442301,Male,MC,84999,90.75,O,30000,07 Rural,RADEON,TVS RADEON 110 ES MAG REF BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
91491,GRAD,SAL,53,441904,Female,SC,95837,84.07,O,65000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
91492,GRAD,SAL,48,444002,Female,SC,80700,84.96,O,25000,05 Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
91493,HSC,AGR,23,431511,Male,MC,92054,78.01,O,32000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91494,UG,AGR,30,202522,Male,MC,63141,73.88,O,40000,06 Semi-Urban,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
91495,OTHERS,AGR,33,621104,Female,MO,73550,89.7,O,18000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91496,OTHERS,SAL,39,247001,Male,MC,140641,86.82,O,35621,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
91497,OTHERS,SAL,47,251002,Male,MC,94500,81.76,O,28000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91498,HSC,SEP,35,251306,Male,MO,64357,87.56,O,23000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
91499,HSC,NREGI,33,251308,Male,MC,35097,29.46,O,45000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91500,GRAD,SAL,50,416234,Male,MC,145993,86.8,O,25000,05 Urban,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,PAST_LOANS_ACTIVE,APPROVED
91501,PG,SAL,34,249402,Male,MC,68180,89.27,R,25000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
91502,HSC,SEP,20,251001,Male,MO,48616,81.3,O,19000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
91503,OTHERS,SEP,29,246471,Male,SC,101814,88.51,O,50000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
91504,OTHERS,SEP,32,251002,Female,MO,39587,66.2,O,45000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
91505,OTHERS,NREGI,50,246149,Male,MC,79817,93.68,O,28000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
91506,GRAD,SAL,49,248003,Male,SC,86999,90.39,O,25000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
91507,OTHERS,SAL,20,416510,Male,SC,95130,93.86,O,18000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
91508,GRAD,SAL,28,600042,Male,MO,71352,90.98,R,36000,02 Megapolis (B),MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91509,OTHERS,SAL,54,621216,Female,EB,133270,90.67,O,60000,07 Rural,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
91510,SSC,AGR,41,612904,Female,MO,69034,89.08,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
91511,OTHERS,AGR,45,637021,Male,SC,100441,94.46,O,25000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
91512,OTHERS,AGR,57,622301,Male,MO,43744,54.03,O,65000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
91513,OTHERS,SEP,43,620013,Female,SC,66837,71.06,O,24000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
91514,OTHERS,SEP,53,736157,Male,MC,119930,93.99,O,30000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91515,OTHERS,AGR,40,622203,Male,SC,86418,80.38,O,40000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
91516,OTHERS,NREGI,44,622303,Male,MO,52289,66.95,O,4000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
91517,OTHERS,SAL,26,620013,Male,MC,46801,34.73,R,28000,06 Semi-Urban,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91518,OTHERS,SEP,54,251310,Male,MO,69156,91.48,O,45000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
91519,OTHERS,SEP,33,251001,Male,MO,49613,82.96,O,45000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91520,OTHERS,NREGI,49,247662,Male,MO,50764,84.86,O,39000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
91521,PG,SAL,42,246166,Female,SC,85452,88.83,O,24000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
91522,OTHERS,AGR,36,622303,Male,MO,70188,89.86,O,65000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
91523,OTHERS,SEP,50,620001,Female,MO,61528,79.06,O,45000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91524,GRAD,NREGI,24,614628,Female,SC,82710,91.21,O,20000,06 Semi-Urban,ZEST,SCOOTY ZEST - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
91525,OTHERS,SAL,31,622409,Male,MO,52340,67.25,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91526,OTHERS,SEP,51,621111,Male,SC,85876,91.3,O,35000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
91527,GRAD,SEP,52,629165,Male,SC,118510,88.77,O,45000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
91528,OTHERS,NREGI,52,628101,Male,MC,111155,84.21,O,30000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91529,GRAD,SAL,21,500029,Female,SC,85800,84.95,R,25000,02 Megapolis (B),ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
91530,SSC,SEP,24,732140,Female,MO,55649,67.88,O,30000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
91531,HSC,SEP,31,713205,Female,SC,100730,79.5,O,25000,05 Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91532,OTHERS,SEP,35,721652,Male,MO,45114,54.77,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91533,OTHERS,SEP,47,500011,Female,SC,95936,79.95,R,25000,02 Megapolis (B),JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,DECLINED
91534,UG,SAL,24,500068,Male,SC,108034,86.08,R,30000,04 Metro,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91535,OTHERS,NREGI,36,508205,Male,MO,46118,54.26,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91536,GRAD,NREGI,41,500029,Female,SC,106600,84.94,R,28000,02 Megapolis (B),NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,DECLINED
91537,OTHERS,SAL,34,500008,Male,SC,94826,83.92,R,50000,02 Megapolis (B),JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
91538,SSC,AGR,21,721429,Male,MC,125311,79.84,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,DECLINED
91539,OTHERS,NREGI,22,731220,Male,MC,138000,86.93,O,39000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91540,PG,SAL,45,700150,Male,MC,50500,40.67,O,58000,04 Metro,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91541,UG,SEP,44,500069,Female,SC,106641,84.97,O,75000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91542,PG,SAL,47,500075,Male,SC,100774,72.55,R,50000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91543,OTHERS,SAL,53,500079,Male,MO,72128,84.86,R,20000,04 Metro,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
91544,GRAD,SAL,29,224143,Male,SC,78000,84.97,O,25000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
91545,OTHERS,AGR,41,274304,Female,MC,68237,59.08,O,75000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91546,HSC,AGR,44,271607,Female,MC,56500,67.39,O,35000,06 Semi-Urban,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
91547,SSC,SEP,22,732101,Female,MC,105268,84.78,O,30000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91548,SSC,NREGI,23,742133,Male,SC,77709,62.41,O,25000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91549,GRAD,SAL,28,742102,Male,SC,90881,67.02,O,35000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91550,GRAD,NREGI,35,735204,Male,MC,68948,66.63,O,40000,07 Rural,RADEON,TVS RADEON BSVI DIGI DRUM DUAL TONE,RADEON,PAST_LOANS_ACTIVE,APPROVED
91551,HSC,AGR,21,271312,Male,MC,97672,84.93,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91552,OTHERS,AGR,24,273306,Male,SC,81200,85.47,O,30000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
91553,OTHERS,AGR,44,274304,Male,MC,115193,78.1,O,28000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
91554,OTHERS,NREGI,38,273013,Male,SC,72700,72.48,O,30000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
91555,GRAD,AGR,29,272189,Male,MC,83682,72.43,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91556,OTHERS,SAL,24,272153,Male,SC,72499,78.9,O,28000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
91557,GRAD,SEP,47,224145,Male,MC,58600,80.27,O,30000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
91558,OTHERS,AGR,42,273306,Male,MO,59750,78.62,O,36000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
91559,UG,SAL,20,228131,Female,MC,98672,85.43,O,26000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91560,HSC,SEP,42,722122,Male,SC,46564,45.97,O,36000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
91561,HSC,SEP,53,722141,Male,MC,79200,51.15,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
91562,HSC,SEP,53,735218,Male,MO,38102,45.79,O,38000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
91563,PG,SEP,26,713146,Female,SC,90359,79.07,O,15000,07 Rural,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
91564,OTHERS,AGR,18,732124,Male,MC,87645,68.69,O,35000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91565,HSC,AGR,30,732122,Male,MC,128900,79.78,O,35800,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,DECLINED
91566,HSC,AGR,29,271001,Male,MC,63572,55.02,O,40000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91567,GRAD,NREGI,22,224190,Male,MC,55999,74.97,O,30000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
91568,PG,AGR,50,224139,Male,MO,61412,84.24,O,31000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91569,SSC,AGR,60,224190,Male,MC,48000,31.62,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91570,SSC,SEP,27,273158,Male,MC,78000,51.38,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
91571,PG,AGR,21,271122,Male,MC,120215,79.84,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91572,HSC,AGR,30,274305,Male,MC,110500,72.79,O,45000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91573,HSC,NREGI,21,272153,Male,MC,134400,88.74,O,27000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91574,SSC,AGR,34,273157,Female,MC,99741,83.8,O,27000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91575,PG,SEP,24,273209,Male,MC,97201,78.52,O,35000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91576,PG,SAL,24,272151,Male,MC,136000,83.31,O,25000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
91577,PG,SAL,48,271313,Male,MC,108102,93.56,O,30000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91578,HSC,AGR,56,271604,Male,MC,114500,76.04,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91579,OTHERS,SAL,41,560067,Female,SC,111755,90.18,O,40000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91580,GRAD,SEP,26,562109,Male,SC,84683,82.17,O,32000,05 Urban,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
91581,OTHERS,NREGI,32,560078,Female,MO,51515,78.05,O,35000,02 Megapolis (B),MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91582,UG,SEP,38,560035,Female,SC,97680,77.62,O,60000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
91583,OTHERS,NREGI,25,562117,Male,MC,83379,66.46,O,38000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91584,HSC,SAL,36,560022,Female,SC,78201,63.11,O,25000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
91585,HSC,SEP,22,131402,Male,MC,83712,71.69,O,30000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91586,HSC,SAL,26,136027,Male,MC,49933,65.53,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
91587,OTHERS,SEP,49,124001,Female,SC,114020,94.52,O,30000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,DECLINED
91588,HSC,SEP,25,845424,Male,MC,67344,44.33,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
91589,HSC,NPP,26,321001,Male,MC,62844,84.81,O,25000,06 Semi-Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
91590,HSC,SAL,30,324006,Male,MO,45198,82.48,O,30000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
91591,SSC,SEP,39,535557,Male,MC,55000,65.55,O,25000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
91592,PG,NREGI,37,482004,Male,MC,68828,87.35,O,30000,06 Semi-Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
91593,GRAD,SEP,19,302006,Male,SC,99442,84.99,O,40000,05 Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
91594,GRAD,SEP,26,302001,Male,MC,97716,83.39,O,40000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91595,HSC,SEP,32,470775,Male,MC,63203,67.97,O,45000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
91596,PG,SEP,26,222128,Female,MC,127779,84.18,O,18000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91597,OTHERS,NREGI,20,221115,Male,MC,142547,91.15,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91598,GRAD,SAL,20,460449,Male,MC,122798,82.97,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
91599,HSC,AGR,26,712308,Male,MC,132023,84.36,O,28000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
91600,HSC,SAL,23,532220,Male,SC,108294,87.4,O,40000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
91601,OTHERS,SEP,27,741501,Male,MC,94411,94.41,O,28000,07 Rural,RADEON,TVS RADEON BSVI DIGI DRUM DUAL TONE,RADEON,NO_PAST_LOANS,APPROVED
91602,GRAD,SAL,46,712124,Male,MC,135314,79.74,O,35000,05 Urban,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,NO_PAST_LOANS,APPROVED
91603,SSC,AGR,25,741501,Male,MC,36099,43.65,O,20000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
91604,PG,SAL,35,321602,Male,MC,71695,59.67,O,45000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
91605,PG,SEP,44,221010,Male,SC,97700,94.95,O,52000,06 Semi-Urban,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
91606,HSC,AGR,39,464551,Male,MC,61772,79.1,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
91607,OTHERS,NREGI,24,743427,Male,MC,125577,79.99,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
91608,HSC,SEP,27,712403,Male,MC,85762,73.62,O,30000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
91609,UG,SEP,42,712246,Male,SC,84949,72.73,O,25000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
91610,PG,SAL,29,484774,Male,EB,114900,74.35,O,37000,07 Rural,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
91611,HSC,SAL,31,486117,Male,MO,40890,54.47,O,36580,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
